"itemSet","support"
579,22531
["y"],0.5910881339241753
["p"],1
["f"],1
["c"],0.8552437223042836
["k"],0.6469719350073855
["e"],0.9645494830132939
["o"],0.9217134416543574
["n"],0.8778926637124569
["b"],0.9470704086656819
["g"],0.5209256523879862
["s"],0.8028064992614475
["t"],0.7602166420482521
["w"],0.9763663220088626
["p","y"],0.5910881339241753
["p","s"],0.8028064992614475
["p","t"],0.7602166420482521
["p","w"],0.9763663220088626
["f","y"],0.5910881339241753
["f","p"],1
["f","k"],0.6469719350073855
["f","o"],0.9217134416543574
["f","n"],0.8778926637124569
["f","g"],0.5209256523879862
["f","s"],0.8028064992614475
["f","t"],0.7602166420482521
["f","w"],0.9763663220088626
["c","y"],0.5837026095519449
["c","p"],0.8552437223042836
["c","f"],0.8552437223042836
["c","k"],0.5573609059576563
["c","e"],0.8197932053175776
["c","o"],0.8124076809453471
["c","n"],0.7331363860167405
["c","s"],0.6669128508124077
["c","t"],0.6184145741014279
["c","w"],0.8316100443131462
["k","p"],0.6469719350073855
["k","o"],0.604628261939931
["k","n"],0.5603151157065485
["k","w"],0.6410635155096012
["e","y"],0.5910881339241753
["e","p"],0.9645494830132939
["e","f"],0.9645494830132939
["e","k"],0.6469719350073855
["e","o"],0.8862629246676514
["e","n"],0.8778926637124569
["e","s"],0.7673559822747416
["e","t"],0.724766125061546
["e","w"],0.9409158050221565
["o","y"],0.5654849827671098
["o","p"],0.9217134416543574
["o","s"],0.7321516494337764
["o","t"],0.6863613983259478
["o","w"],0.8980797636632201
["n","y"],0.516248153618907
["n","p"],0.8778926637124569
["n","o"],0.7996061053668144
["n","s"],0.7516001969473166
["n","t"],0.7090103397341211
["n","w"],0.8542589857213195
["b","y"],0.5598227474150664
["b","p"],0.9470704086656819
["b","f"],0.9470704086656819
["b","c"],0.8023141309699655
["b","k"],0.6166912850812407
["b","e"],0.9116198916789758
["b","o"],0.8687838503200394
["b","n"],0.8249630723781388
["b","s"],0.7535696701132447
["b","t"],0.7287050713934022
["b","w"],0.9234367306745446
["g","p"],0.5209256523879862
["g","w"],0.5209256523879862
["s","t"],0.7333825701624815
["s","w"],0.7791728212703102
["t","w"],0.7602166420482521
["w","y"],0.5792712949286066
["b","e","o","p","s","t","w"],0.5957656326932546
["b","e","n","p","s","t","w"],0.6506646971935007
["b","e","n","o","p","s","w"],0.6080748399803053
["b","e","n","o","p","s","t"],0.5800098473658296
["b","e","n","o","p","t","w"],0.603643525356967
["b","e","n","o","s","t","w"],0.5800098473658296
["b","n","o","p","s","t","w"],0.5800098473658296
["c","f","n","o","p","s","t","w"],0.5110782865583456
["c","e","f","o","p","s","t","w"],0.5268340718857706
["c","e","f","n","p","s","t","w"],0.5484982767109798
["c","e","f","n","o","p","s","t"],0.5110782865583456
["c","e","f","n","o","p","s","w"],0.5546528803545052
["c","e","f","n","o","p","t","w"],0.5288035450516987
["c","e","f","n","o","s","t","w"],0.5110782865583456
["c","e","n","o","p","s","t","w"],0.5110782865583456
["e","f","n","o","p","s","t","w"],0.6115214180206795
["b","f","n","o","p","s","t","w"],0.5800098473658296
["b","c","f","o","p","s","t","w"],0.5307730182176268
["b","c","f","n","p","s","t","w"],0.51698670605613
["b","c","f","n","o","p","s","w"],0.5054160512063023
["b","c","e","f","p","s","t","w"],0.5327424913835549
["b","c","e","f","k","o","p","w"],0.5083702609551944
["b","c","e","f","o","p","w","y"],0.5150172328902018
["b","c","e","f","o","p","s","w"],0.5211718365337272
["b","c","e","f","o","p","t","w"],0.5130477597242737
["b","c","e","f","n","p","s","t"],0.51698670605613
["b","c","e","f","n","p","s","w"],0.5428360413589365
["b","c","e","f","n","p","t","w"],0.535696701132447
["b","c","e","f","n","s","t","w"],0.51698670605613
["b","c","e","f","n","o","p","s"],0.5290497291974396
["b","c","e","f","n","o","p","w"],0.6137370753323486
["b","c","e","f","n","o","s","w"],0.5054160512063023
["b","c","e","n","p","s","t","w"],0.51698670605613
["b","c","e","n","o","p","s","w"],0.5054160512063023
["b","e","f","o","p","s","t","w"],0.5957656326932546
["b","e","f","n","p","s","t","w"],0.6506646971935007
["b","e","f","n","o","p","s","t"],0.5800098473658296
["b","e","f","n","o","p","s","w"],0.6080748399803053
["b","e","f","n","o","p","t","w"],0.603643525356967
["b","e","f","n","o","s","t","w"],0.5800098473658296
["b","e","n","o","p","s","t","w"],0.5800098473658296
["c","e","f","n","o","p","s","t","w"],0.5110782865583456
["b","c","e","f","n","p","s","t","w"],0.51698670605613
["b","c","e","f","n","o","p","s","w"],0.5054160512063023
["b","e","f","n","o","p","s","t","w"],0.5800098473658296
