"itemSet","support"
699,516728
["p"],1
["x"],0.4500246184145741
["s"],0.8028064992614475
["n"],0.8778926637124569
["t"],0.7602166420482521
["f"],1
["c"],0.8552437223042836
["k"],0.6469719350073855
["e"],0.9645494830132939
["w"],0.9763663220088626
["o"],0.9217134416543574
["y"],0.5910881339241753
["b"],0.9470704086656819
["g"],0.5209256523879862
["l"],0.31117676021664203
["v"],0.49729197439684886
["d"],0.38749384539635645
["?"],0.3052683407188577
["b","c","n","p","v","w"],0.38995568685376664
["b","c","d","n","p","w"],0.3431806991629739
["b","c","n","o","p","y"],0.4519940915805022
["b","c","n","o","p","v"],0.3909404234367307
["b","c","d","n","o","p"],0.3377646479566716
["e","k","n","o","p","w"],0.5120630231413097
["e","k","n","p","w","y"],0.33173313638601676
["b","e","k","n","p","w"],0.5241260462826194
["e","k","n","p","v","w"],0.3000984736582964
["e","k","n","o","p","y"],0.3258247168882324
["b","e","k","n","o","p"],0.4876907927129493
["e","k","n","o","p","v"],0.30305268340718855
["b","e","k","n","p","y"],0.3179468242245199
["k","n","o","p","w","y"],0.32287050713934023
["b","k","n","o","p","w"],0.4817823732151649
["k","n","o","p","v","w"],0.3000984736582964
["b","k","n","p","w","y"],0.31499261447562776
["b","k","n","o","p","y"],0.30908419497784345
["e","n","o","p","w","y"],0.47882816346627277
["b","e","n","o","p","w"],0.7230428360413589
["e","g","n","o","p","w"],0.38995568685376664
["e","n","o","p","v","w"],0.42146725750861647
["d","e","n","o","p","w"],0.3584441161989168
["b","e","n","p","w","y"],0.4731659281142294
["b","e","g","n","p","w"],0.4091580502215657
["b","e","n","p","v","w"],0.40472673559822747
["b","d","e","n","p","w"],0.35499753815854257
["b","e","n","o","p","y"],0.45937961595273263
["b","e","g","n","o","p"],0.36681437715411125
["b","e","n","o","p","v"],0.4057114721811915
["b","d","e","n","o","p"],0.3495814869522403
["b","n","o","p","w","y"],0.44756277695716395
["b","g","n","o","p","w"],0.36681437715411125
["b","n","o","p","v","w"],0.39389463318562284
["b","d","n","o","p","w"],0.3495814869522403
["c","e","f","k","p","t"],0.36312161496799605
["c","f","k","p","t","w"],0.36312161496799605
["c","f","k","o","p","t"],0.35475135401280156
["b","c","f","k","p","t"],0.3434268833087149
["c","e","f","p","t","w"],0.5829640571147218
["c","e","f","o","p","t"],0.5445593303791236
["c","e","f","p","t","y"],0.4096504185130478
["b","c","e","f","p","t"],0.551452486459872
["c","e","f","p","t","v"],0.345642540620384
["c","f","o","p","t","w"],0.5800098473658296
["c","f","p","t","w","y"],0.4096504185130478
["b","c","f","p","t","w"],0.5869030034465781
["c","f","p","t","v","w"],0.36336779911373707
["c","f","o","p","t","y"],0.38847858197932056
["b","c","f","o","p","t"],0.5484982767109798
["c","f","o","p","t","v"],0.35253569670113244
["b","c","f","p","t","y"],0.39389463318562284
["b","c","f","p","t","v"],0.3476120137863122
["e","f","k","p","t","w"],0.4517479074347612
["e","f","k","o","p","t"],0.413835548990645
["b","e","f","k","p","t"],0.4320531757754801
["f","k","o","p","t","w"],0.413835548990645
["b","f","k","p","t","w"],0.4320531757754801
["b","f","k","o","p","t"],0.39414081733136386
["e","f","o","p","t","w"],0.6509108813392418
["e","f","p","t","w","y"],0.4155588380108321
["b","e","f","p","t","w"],0.6932545544066963
["e","f","g","p","t","w"],0.3540128015755785
["e","f","p","t","v","w"],0.35745937961595275
["e","f","o","p","t","y"],0.39438700147710487
["b","e","f","o","p","t"],0.6193993106843919
["e","f","g","o","p","t"],0.31166912850812406
["e","f","o","p","t","v"],0.3466272772033481
["b","e","f","p","t","y"],0.3998030526834072
["b","e","f","g","p","t"],0.33825701624815363
["b","e","f","p","t","v"],0.3417035942885278
["f","o","p","t","w","y"],0.39438700147710487
["b","f","o","p","t","w"],0.654849827671098
["f","g","o","p","t","w"],0.3353028064992615
["f","o","p","t","v","w"],0.3643525356967011
["b","f","p","t","w","y"],0.3998030526834072
["b","f","g","p","t","w"],0.361890694239291
["b","f","p","t","v","w"],0.35942885278188086
["b","f","o","p","t","y"],0.37863121614968
["b","f","g","o","p","t"],0.31954702117183653
["b","f","o","p","t","v"],0.34859675036927623
["c","e","k","p","t","w"],0.36312161496799605
["c","e","k","o","p","t"],0.35475135401280156
["b","c","e","k","p","t"],0.3434268833087149
["c","k","o","p","t","w"],0.35475135401280156
["b","c","k","p","t","w"],0.3434268833087149
["b","c","k","o","p","t"],0.3350566223535204
["c","e","o","p","t","w"],0.5445593303791236
["c","e","p","t","w","y"],0.4096504185130478
["b","c","e","p","t","w"],0.551452486459872
["c","e","p","t","v","w"],0.345642540620384
["c","e","o","p","t","y"],0.38847858197932056
["b","c","e","o","p","t"],0.5130477597242737
["c","e","o","p","t","v"],0.3348104382077794
["b","c","e","p","t","y"],0.39389463318562284
["b","c","e","p","t","v"],0.32988675529295913
["c","o","p","t","w","y"],0.38847858197932056
["b","c","o","p","t","w"],0.5484982767109798
["c","o","p","t","v","w"],0.35253569670113244
["b","c","p","t","w","y"],0.39389463318562284
["b","c","p","t","v","w"],0.3476120137863122
["b","c","o","p","t","y"],0.3727227966518956
["b","c","o","p","t","v"],0.33677991137370755
["e","k","o","p","t","w"],0.413835548990645
["b","e","k","p","t","w"],0.4320531757754801
["b","e","k","o","p","t"],0.39414081733136386
["b","k","o","p","t","w"],0.39414081733136386
["e","o","p","t","w","y"],0.39438700147710487
["b","e","o","p","t","w"],0.6193993106843919
["e","g","o","p","t","w"],0.31166912850812406
["e","o","p","t","v","w"],0.3466272772033481
["b","e","p","t","w","y"],0.3998030526834072
["b","e","g","p","t","w"],0.33825701624815363
["b","e","p","t","v","w"],0.3417035942885278
["b","e","o","p","t","y"],0.37863121614968
["b","e","o","p","t","v"],0.3308714918759232
["b","o","p","t","w","y"],0.37863121614968
["b","g","o","p","t","w"],0.31954702117183653
["b","o","p","t","v","w"],0.34859675036927623
["c","e","f","k","p","w"],0.551452486459872
["c","e","f","k","o","p"],0.5445593303791236
["c","e","f","k","p","y"],0.4090349581486952
["b","c","e","f","k","p"],0.5270802560315115
["c","e","f","k","p","v"],0.3375184638109306
["c","f","k","o","p","w"],0.5386509108813392
["c","f","k","p","w","y"],0.40608074839980307
["b","c","f","k","p","w"],0.5211718365337272
["c","f","k","p","v","w"],0.3345642540620384
["c","f","k","o","p","y"],0.4001723289020187
["b","c","f","k","o","p"],0.5142786804529789
["c","f","k","o","p","v"],0.3375184638109306
["b","c","f","k","p","y"],0.39229443623830623
["b","c","f","k","p","v"],0.3210241260462826
["c","e","f","o","p","w"],0.7533234859675036
["c","e","f","p","w","y"],0.5718857705563761
["b","c","e","f","p","w"],0.7432299359921221
["c","e","f","g","p","w"],0.36730674544559333
["c","e","f","p","v","w"],0.4529788281634663
["c","d","e","f","p","w"],0.37567700640078777
["c","e","f","o","p","y"],0.5580994583948794
["b","c","e","f","o","p"],0.724027572624323
["c","e","f","g","o","p"],0.3604135893648449
["c","e","f","l","o","p"],0.3023141309699655
["c","e","f","o","p","v"],0.45396356474643035
["c","d","e","f","o","p"],0.3702609551944855
["b","c","e","f","p","y"],0.552437223042836
["b","c","e","f","g","p"],0.34416543574593794
["b","c","e","f","l","p"],0.30157557853274247
["b","c","e","f","p","v"],0.43722304283604135
["b","c","d","e","f","p"],0.36681437715411125
["c","f","o","p","w","y"],0.5462826193993107
["b","c","f","o","p","w"],0.7358444116198917
["c","f","g","o","p","w"],0.38404726735598227
["c","f","o","p","v","w"],0.45987198424421466
["c","d","f","o","p","w"],0.3702609551944855
["b","c","f","p","w","y"],0.5406203840472673
["b","c","f","g","p","w"],0.36779911373707536
["b","c","f","p","v","w"],0.4431314623338257
["b","c","d","f","p","w"],0.36681437715411125
["b","c","f","o","p","y"],0.5268340718857706
["b","c","f","g","o","p"],0.36090595765632694
["b","c","f","l","o","p"],0.30157557853274247
["b","c","f","o","p","v"],0.4441161989167898
["b","c","d","f","o","p"],0.36139832594780896
["e","f","k","o","p","w"],0.5987198424421467
["e","f","k","p","w","y"],0.4065731166912851
["b","e","f","k","p","w"],0.6107828655834564
["e","f","g","k","p","w"],0.33739537173806006
["e","f","k","p","v","w"],0.3355489906450025
["e","f","k","o","p","y"],0.40066469719350073
["b","e","f","k","o","p"],0.5743476120137863
["e","f","g","k","o","p"],0.30785327424913833
["e","f","k","o","p","v"],0.33850320039389464
["b","e","f","k","p","y"],0.39278680452978826
["b","e","f","g","k","p"],0.32311669128508125
["b","e","f","k","p","v"],0.32200886262924666
["f","k","o","p","w","y"],0.3977104874446086
["b","f","k","o","p","w"],0.568439192516002
["f","g","k","o","p","w"],0.30785327424913833
["f","k","o","p","v","w"],0.3355489906450025
["b","f","k","p","w","y"],0.3898325947808961
["b","f","g","k","p","w"],0.32311669128508125
["b","f","k","p","v","w"],0.3190546528803545
["b","f","k","o","p","y"],0.3839241752831118
["b","f","k","o","p","v"],0.32200886262924666
["e","f","o","p","w","y"],0.5536681437715412
["b","e","f","o","p","w"],0.809699655342196
["e","f","g","o","p","w"],0.4549483013293944
["e","f","o","p","v","w"],0.4569177744953225
["d","e","f","o","p","w"],0.38207779419005417
["b","e","f","p","w","y"],0.5480059084194978
["b","e","f","g","p","w"],0.4741506646971935
["b","e","f","p","v","w"],0.4401772525849335
["b","d","e","f","p","w"],0.37863121614968
["b","e","f","o","p","y"],0.534219596258001
["b","e","f","g","o","p"],0.43180699162973907
["b","e","f","l","o","p"],0.310438207779419
["b","e","f","o","p","v"],0.44116198916789756
["b","d","e","f","o","p"],0.37321516494337764
["b","f","o","p","w","y"],0.5224027572624323
["b","f","g","o","p","w"],0.4554406696208764
["b","f","o","p","v","w"],0.44707040866568193
["b","d","f","o","p","w"],0.37321516494337764
["c","e","k","o","p","w"],0.5386509108813392
["c","e","k","p","w","y"],0.40608074839980307
["b","c","e","k","p","w"],0.5211718365337272
["c","e","k","p","v","w"],0.3345642540620384
["c","e","k","o","p","y"],0.4001723289020187
["b","c","e","k","o","p"],0.5142786804529789
["c","e","k","o","p","v"],0.3375184638109306
["b","c","e","k","p","y"],0.39229443623830623
["b","c","e","k","p","v"],0.3210241260462826
["c","k","o","p","w","y"],0.39721811915312655
["b","c","k","o","p","w"],0.5083702609551944
["c","k","o","p","v","w"],0.3345642540620384
["b","c","k","p","w","y"],0.3893402264894141
["b","c","k","p","v","w"],0.31806991629739045
["b","c","k","o","p","y"],0.38343180699162976
["b","c","k","o","p","v"],0.3210241260462826
["c","e","o","p","w","y"],0.5462826193993107
["b","c","e","o","p","w"],0.7003938946331856
["c","e","g","o","p","w"],0.3604135893648449
["c","e","o","p","v","w"],0.44214672575086167
["c","d","e","o","p","w"],0.3702609551944855
["b","c","e","p","w","y"],0.5406203840472673
["b","c","e","g","p","w"],0.34416543574593794
["b","c","e","p","v","w"],0.4254062038404727
["b","c","d","e","p","w"],0.36681437715411125
["b","c","e","o","p","y"],0.5268340718857706
["b","c","e","g","o","p"],0.3372722796651896
["b","c","e","l","o","p"],0.30157557853274247
["b","c","e","o","p","v"],0.4263909404234367
["b","c","d","e","o","p"],0.36139832594780896
["b","c","o","p","w","y"],0.5150172328902018
["b","c","g","o","p","w"],0.36090595765632694
["b","c","o","p","v","w"],0.4322993599212211
["b","c","d","o","p","w"],0.36139832594780896
["e","k","o","p","w","y"],0.3977104874446086
["b","e","k","o","p","w"],0.568439192516002
["e","g","k","o","p","w"],0.30785327424913833
["e","k","o","p","v","w"],0.3355489906450025
["b","e","k","p","w","y"],0.3898325947808961
["b","e","g","k","p","w"],0.32311669128508125
["b","e","k","p","v","w"],0.3190546528803545
["b","e","k","o","p","y"],0.3839241752831118
["b","e","k","o","p","v"],0.32200886262924666
["b","k","o","p","w","y"],0.3809699655342196
["b","k","o","p","v","w"],0.3190546528803545
["b","e","o","p","w","y"],0.5224027572624323
["b","e","g","o","p","w"],0.43180699162973907
["b","e","o","p","v","w"],0.4293451501723289
["b","d","e","o","p","w"],0.37321516494337764
["e","f","n","s","w","x"],0.3259478089611029
["e","f","n","o","s","x"],0.31068439192516
["b","e","f","n","s","x"],0.30920728705071393
["f","n","o","s","w","x"],0.3047759724273757
["b","f","n","s","w","x"],0.3032988675529296
["e","n","o","s","w","x"],0.3047759724273757
["b","e","n","s","w","x"],0.3032988675529296
["e","f","s","t","w","x"],0.3018217626784835
["b","f","s","t","w","x"],0.30379123584441164
["e","f","o","s","w","x"],0.3126538650910881
["b","e","f","s","w","x"],0.31117676021664203
["b","f","o","s","w","x"],0.30773018217626785
["e","f","n","t","w","x"],0.30379123584441164
["c","e","f","n","w","x"],0.3170851797144264
["c","e","f","n","o","x"],0.31117676021664203
["c","f","n","o","w","x"],0.3052683407188577
["e","f","n","o","w","x"],0.35942885278188086
["b","e","f","n","w","x"],0.35942885278188086
["b","e","f","n","o","x"],0.3417035942885278
["b","f","n","o","w","x"],0.3357951747907435
["c","e","n","o","w","x"],0.3052683407188577
["b","e","n","o","w","x"],0.3357951747907435
["c","e","f","o","w","x"],0.34859675036927623
["b","c","e","f","w","x"],0.33677991137370755
["b","c","e","f","o","x"],0.3308714918759232
["b","c","f","o","w","x"],0.34268833087149186
["b","e","f","o","w","x"],0.379123584441162
["b","c","e","o","w","x"],0.3249630723781389
["c","f","k","n","s","t"],0.3293943870014771
["c","e","f","n","s","t"],0.5484982767109798
["c","f","n","s","t","w"],0.5484982767109798
["c","f","n","o","s","t"],0.5110782865583456
["c","f","n","s","t","y"],0.37813884785819796
["b","c","f","n","s","t"],0.51698670605613
["c","f","n","s","t","v"],0.32791728212703103
["e","f","k","n","s","t"],0.4121122599704579
["f","k","n","s","t","w"],0.4121122599704579
["f","k","n","o","s","t"],0.3766617429837518
["b","f","k","n","s","t"],0.39241752831117677
["e","f","n","s","t","w"],0.6821762678483506
["e","f","n","o","s","t"],0.6115214180206795
["e","f","n","s","t","y"],0.38404726735598227
["b","e","f","n","s","t"],0.6506646971935007
["e","f","g","n","s","t"],0.3360413589364845
["e","f","n","s","t","v"],0.3397341211225997
["f","n","o","s","t","w"],0.6115214180206795
["f","n","s","t","w","y"],0.38404726735598227
["b","f","n","s","t","w"],0.6506646971935007
["f","g","n","s","t","w"],0.3360413589364845
["f","n","s","t","v","w"],0.3397341211225997
["f","n","o","s","t","y"],0.3638601674052191
["b","f","n","o","s","t"],0.5800098473658296
["f","n","o","s","t","v"],0.3289020187099951
["b","f","n","s","t","y"],0.3682914820285574
["b","f","g","n","s","t"],0.32028557360905957
["b","f","n","s","t","v"],0.32397833579517477
["c","e","k","n","s","t"],0.3293943870014771
["c","k","n","s","t","w"],0.3293943870014771
["c","k","n","o","s","t"],0.3212703101920236
["b","c","k","n","s","t"],0.30969965534219596
["c","e","n","s","t","w"],0.5484982767109798
["c","e","n","o","s","t"],0.5110782865583456
["c","e","n","s","t","y"],0.37813884785819796
["b","c","e","n","s","t"],0.51698670605613
["c","e","n","s","t","v"],0.32791728212703103
["c","n","o","s","t","w"],0.5110782865583456
["c","n","s","t","w","y"],0.37813884785819796
["b","c","n","s","t","w"],0.51698670605613
["c","n","s","t","v","w"],0.32791728212703103
["c","n","o","s","t","y"],0.3579517479074348
["b","c","n","o","s","t"],0.4795667159034958
["c","n","o","s","t","v"],0.3170851797144264
["b","c","n","s","t","y"],0.362383062530773
["b","c","n","s","t","v"],0.3121614967996061
["e","k","n","s","t","w"],0.4121122599704579
["e","k","n","o","s","t"],0.3766617429837518
["b","e","k","n","s","t"],0.39241752831117677
["k","n","o","s","t","w"],0.3766617429837518
["b","k","n","s","t","w"],0.39241752831117677
["b","k","n","o","s","t"],0.35696701132447073
["e","n","o","s","t","w"],0.6115214180206795
["e","n","s","t","w","y"],0.38404726735598227
["b","e","n","s","t","w"],0.6506646971935007
["e","g","n","s","t","w"],0.3360413589364845
["e","n","s","t","v","w"],0.3397341211225997
["e","n","o","s","t","y"],0.3638601674052191
["b","e","n","o","s","t"],0.5800098473658296
["e","n","o","s","t","v"],0.3289020187099951
["b","e","n","s","t","y"],0.3682914820285574
["b","e","g","n","s","t"],0.32028557360905957
["b","e","n","s","t","v"],0.32397833579517477
["n","o","s","t","w","y"],0.3638601674052191
["b","n","o","s","t","w"],0.5800098473658296
["n","o","s","t","v","w"],0.3289020187099951
["b","n","s","t","w","y"],0.3682914820285574
["b","g","n","s","t","w"],0.32028557360905957
["b","n","s","t","v","w"],0.32397833579517477
["b","n","o","s","t","y"],0.3481043820777942
["b","n","o","s","t","v"],0.31314623338257014
["c","e","f","k","n","s"],0.3552437223042836
["c","f","k","n","s","w"],0.34933530280649927
["c","f","k","n","o","s"],0.34711964549483015
["b","c","f","k","n","s"],0.32816346627277204
["c","e","f","n","s","w"],0.5920728705071393
["c","e","f","n","o","s"],0.5782865583456426
["c","e","f","n","s","y"],0.40288035450516985
["b","c","e","f","n","s"],0.5664697193500738
["c","e","f","n","s","v"],0.362629246676514
["c","d","e","f","n","s"],0.30773018217626785
["c","f","n","o","s","w"],0.5546528803545052
["c","f","n","s","w","y"],0.39106351550960117
["b","c","f","n","s","w"],0.5428360413589365
["c","f","n","s","v","w"],0.35081240768094535
["c","d","f","n","s","w"],0.30773018217626785
["c","f","n","o","s","y"],0.38269325455440667
["b","c","f","n","o","s"],0.5290497291974396
["c","f","n","o","s","v"],0.3517971442639094
["c","d","f","n","o","s"],0.3072378138847858
["b","c","f","n","s","y"],0.3753077301821763
["b","c","f","n","s","v"],0.3380108321024126
["b","c","d","f","n","s"],0.3018217626784835
["e","f","k","n","s","w"],0.4327917282127031
["e","f","k","n","o","s"],0.4032496307237814
["b","e","f","k","n","s"],0.4116198916789759
["f","k","n","o","s","w"],0.397341211225997
["b","f","k","n","s","w"],0.4057114721811915
["b","f","k","n","o","s"],0.3761693746922698
["e","f","n","o","s","w"],0.6573116691285081
["e","f","n","s","w","y"],0.39807976366322007
["b","e","f","n","s","w"],0.6787296898079763
["e","f","g","n","s","w"],0.3552437223042836
["e","f","n","s","v","w"],0.36484490398818314
["d","e","f","n","s","w"],0.31954702117183653
["e","f","n","o","s","y"],0.3897095027080256
["b","e","f","n","o","s"],0.6317085179714427
["e","f","g","n","o","s"],0.3151157065484983
["e","f","n","o","s","v"],0.3658296405711472
["d","e","f","n","o","s"],0.3190546528803545
["b","e","f","n","s","y"],0.3823239783357952
["b","e","f","g","n","s"],0.33210241260462825
["b","e","f","n","s","v"],0.3520433284096504
["b","d","e","f","n","s"],0.31363860167405216
["f","n","o","s","w","y"],0.37789266371245694
["b","f","n","o","s","w"],0.6080748399803053
["f","g","n","o","s","w"],0.3151157065484983
["f","n","o","s","v","w"],0.3540128015755785
["d","f","n","o","s","w"],0.3190546528803545
["b","f","n","s","w","y"],0.3705071393402265
["b","f","g","n","s","w"],0.33210241260462825
["b","f","n","s","v","w"],0.34022648941408173
["b","d","f","n","s","w"],0.31363860167405216
["b","f","n","o","s","y"],0.362136878385032
["b","f","n","o","s","v"],0.3412112259970458
["b","d","f","n","o","s"],0.31314623338257014
["c","e","k","n","s","w"],0.34933530280649927
["c","e","k","n","o","s"],0.34711964549483015
["b","c","e","k","n","s"],0.32816346627277204
["c","k","n","o","s","w"],0.3412112259970458
["b","c","k","n","s","w"],0.3222550467749877
["b","c","k","n","o","s"],0.32003938946331856
["c","e","n","o","s","w"],0.5546528803545052
["c","e","n","s","w","y"],0.39106351550960117
["b","c","e","n","s","w"],0.5428360413589365
["c","e","n","s","v","w"],0.35081240768094535
["c","d","e","n","s","w"],0.30773018217626785
["c","e","n","o","s","y"],0.38269325455440667
["b","c","e","n","o","s"],0.5290497291974396
["c","e","n","o","s","v"],0.3517971442639094
["c","d","e","n","o","s"],0.3072378138847858
["b","c","e","n","s","y"],0.3753077301821763
["b","c","e","n","s","v"],0.3380108321024126
["b","c","d","e","n","s"],0.3018217626784835
["c","n","o","s","w","y"],0.370876415558838
["b","c","n","o","s","w"],0.5054160512063023
["c","n","o","s","v","w"],0.3399803052683407
["c","d","n","o","s","w"],0.3072378138847858
["b","c","n","s","w","y"],0.3634908911866076
["b","c","n","s","v","w"],0.32619399310684394
["b","c","d","n","s","w"],0.3018217626784835
["b","c","n","o","s","y"],0.3551206302314131
["b","c","n","o","s","v"],0.327178729689808
["b","c","d","n","o","s"],0.30132939438700146
["e","k","n","o","s","w"],0.397341211225997
["b","e","k","n","s","w"],0.4057114721811915
["b","e","k","n","o","s"],0.3761693746922698
["b","k","n","o","s","w"],0.3702609551944855
["e","n","o","s","w","y"],0.37789266371245694
["b","e","n","o","s","w"],0.6080748399803053
["e","g","n","o","s","w"],0.3151157065484983
["e","n","o","s","v","w"],0.3540128015755785
["d","e","n","o","s","w"],0.3190546528803545
["b","e","n","s","w","y"],0.3705071393402265
["b","e","g","n","s","w"],0.33210241260462825
["b","e","n","s","v","w"],0.34022648941408173
["b","d","e","n","s","w"],0.31363860167405216
["b","e","n","o","s","y"],0.362136878385032
["b","e","n","o","s","v"],0.3412112259970458
["b","d","e","n","o","s"],0.31314623338257014
["b","n","o","s","w","y"],0.3503200393894633
["b","n","o","s","v","w"],0.3293943870014771
["b","d","n","o","s","w"],0.31314623338257014
["c","e","f","k","s","t"],0.345150172328902
["c","f","k","s","t","w"],0.345150172328902
["c","f","k","o","s","t"],0.33702609551944857
["b","c","f","k","s","t"],0.3254554406696209
["c","e","f","s","t","w"],0.5642540620384048
["c","e","f","o","s","t"],0.5268340718857706
["c","e","f","s","t","y"],0.3909404234367307
["b","c","e","f","s","t"],0.5327424913835549
["c","e","f","s","t","v"],0.32791728212703103
["c","f","o","s","t","w"],0.5622845888724766
["c","f","s","t","w","y"],0.3909404234367307
["b","c","f","s","t","w"],0.568193008370261
["c","f","s","t","v","w"],0.345642540620384
["c","f","o","s","t","y"],0.3707533234859675
["b","c","f","o","s","t"],0.5307730182176268
["c","f","o","s","t","v"],0.3348104382077794
["b","c","f","s","t","y"],0.37518463810930575
["b","c","f","s","t","v"],0.32988675529295913
["e","f","k","s","t","w"],0.4278680452978828
["e","f","k","o","s","t"],0.39241752831117677
["b","e","f","k","s","t"],0.40817331363860165
["f","k","o","s","t","w"],0.39241752831117677
["b","f","k","s","t","w"],0.40817331363860165
["b","f","k","o","s","t"],0.3727227966518956
["e","f","o","s","t","w"],0.6272772033481043
["e","f","s","t","w","y"],0.396848842934515
["b","e","f","s","t","w"],0.6664204825209257
["e","f","g","s","t","w"],0.3458887247661251
["e","f","s","t","v","w"],0.3397341211225997
["e","f","o","s","t","y"],0.3766617429837518
["b","e","f","o","s","t"],0.5957656326932546
["e","f","g","o","s","t"],0.30576070901033975
["e","f","o","s","t","v"],0.3289020187099951
["b","e","f","s","t","y"],0.3810930576070901
["b","e","f","g","s","t"],0.33013293943870015
["b","e","f","s","t","v"],0.32397833579517477
["f","o","s","t","w","y"],0.3766617429837518
["b","f","o","s","t","w"],0.6312161496799606
["f","g","o","s","t","w"],0.3293943870014771
["f","o","s","t","v","w"],0.3466272772033481
["b","f","s","t","w","y"],0.3810930576070901
["b","f","g","s","t","w"],0.3537666174298375
["b","f","s","t","v","w"],0.3417035942885278
["b","f","o","s","t","y"],0.36090595765632694
["b","f","g","o","s","t"],0.31363860167405216
["b","f","o","s","t","v"],0.3308714918759232
["c","e","k","s","t","w"],0.345150172328902
["c","e","k","o","s","t"],0.33702609551944857
["b","c","e","k","s","t"],0.3254554406696209
["c","k","o","s","t","w"],0.33702609551944857
["b","c","k","s","t","w"],0.3254554406696209
["b","c","k","o","s","t"],0.3173313638601674
["c","e","o","s","t","w"],0.5268340718857706
["c","e","s","t","w","y"],0.3909404234367307
["b","c","e","s","t","w"],0.5327424913835549
["c","e","s","t","v","w"],0.32791728212703103
["c","e","o","s","t","y"],0.3707533234859675
["b","c","e","o","s","t"],0.49532250123092075
["c","e","o","s","t","v"],0.3170851797144264
["b","c","e","s","t","y"],0.37518463810930575
["b","c","e","s","t","v"],0.3121614967996061
["c","o","s","t","w","y"],0.3707533234859675
["b","c","o","s","t","w"],0.5307730182176268
["c","o","s","t","v","w"],0.3348104382077794
["b","c","s","t","w","y"],0.37518463810930575
["b","c","s","t","v","w"],0.32988675529295913
["b","c","o","s","t","y"],0.35499753815854257
["b","c","o","s","t","v"],0.3190546528803545
["e","k","o","s","t","w"],0.39241752831117677
["b","e","k","s","t","w"],0.40817331363860165
["b","e","k","o","s","t"],0.3727227966518956
["b","k","o","s","t","w"],0.3727227966518956
["e","o","s","t","w","y"],0.3766617429837518
["b","e","o","s","t","w"],0.5957656326932546
["e","g","o","s","t","w"],0.30576070901033975
["e","o","s","t","v","w"],0.3289020187099951
["b","e","s","t","w","y"],0.3810930576070901
["b","e","g","s","t","w"],0.33013293943870015
["b","e","s","t","v","w"],0.32397833579517477
["b","e","o","s","t","y"],0.36090595765632694
["b","e","o","s","t","v"],0.31314623338257014
["b","o","s","t","w","y"],0.36090595765632694
["b","g","o","s","t","w"],0.31363860167405216
["b","o","s","t","v","w"],0.3308714918759232
["c","e","f","k","s","w"],0.36509108813392416
["c","e","f","k","o","s"],0.36287543082225504
["b","c","e","f","k","s"],0.34391925160019693
["c","f","k","o","s","w"],0.35696701132447073
["b","c","f","k","s","w"],0.3380108321024126
["b","c","f","k","o","s"],0.3357951747907435
["c","e","f","o","s","w"],0.57040866568193
["c","e","f","s","w","y"],0.4038650910881339
["b","c","e","f","s","w"],0.5585918266863614
["c","e","f","s","v","w"],0.35081240768094535
["c","d","e","f","s","w"],0.30773018217626785
["c","e","f","o","s","y"],0.39549483013293946
["b","c","e","f","o","s"],0.5448055145248646
["c","e","f","o","s","v"],0.3517971442639094
["c","d","e","f","o","s"],0.3072378138847858
["b","c","e","f","s","y"],0.388109305760709
["b","c","e","f","s","v"],0.3380108321024126
["b","c","d","e","f","s"],0.3018217626784835
["c","f","o","s","w","y"],0.3836779911373708
["b","c","f","o","s","w"],0.5566223535204333
["c","f","o","s","v","w"],0.35770556376169377
["c","d","f","o","s","w"],0.3072378138847858
["b","c","f","s","w","y"],0.37629246676514033
["b","c","f","s","v","w"],0.34391925160019693
["b","c","d","f","s","w"],0.3018217626784835
["b","c","f","o","s","y"],0.36792220580994583
["b","c","f","o","s","v"],0.344903988183161
["b","c","d","f","o","s"],0.30132939438700146
["e","f","k","o","s","w"],0.41309699655342197
["b","e","f","k","s","w"],0.42146725750861647
["b","e","f","k","o","s"],0.39192516001969474
["b","f","k","o","s","w"],0.3860167405219104
["e","f","o","s","w","y"],0.3906942392909897
["b","e","f","o","s","w"],0.6238306253077301
["e","f","g","o","s","w"],0.3249630723781389
["e","f","o","s","v","w"],0.3540128015755785
["d","e","f","o","s","w"],0.3190546528803545
["b","e","f","s","w","y"],0.38330871491875923
["b","e","f","g","s","w"],0.3419497784342688
["b","e","f","s","v","w"],0.34022648941408173
["b","d","e","f","s","w"],0.31363860167405216
["b","e","f","o","s","y"],0.37493845396356473
["b","e","f","g","o","s"],0.3018217626784835
["b","e","f","o","s","v"],0.3412112259970458
["b","d","e","f","o","s"],0.31314623338257014
["b","f","o","s","w","y"],0.36312161496799605
["b","f","g","o","s","w"],0.3254554406696209
["b","f","o","s","v","w"],0.34711964549483015
["b","d","f","o","s","w"],0.31314623338257014
["c","e","k","o","s","w"],0.35696701132447073
["b","c","e","k","s","w"],0.3380108321024126
["b","c","e","k","o","s"],0.3357951747907435
["b","c","k","o","s","w"],0.32988675529295913
["c","e","o","s","w","y"],0.3836779911373708
["b","c","e","o","s","w"],0.5211718365337272
["c","e","o","s","v","w"],0.3399803052683407
["c","d","e","o","s","w"],0.3072378138847858
["b","c","e","s","w","y"],0.37629246676514033
["b","c","e","s","v","w"],0.32619399310684394
["b","c","d","e","s","w"],0.3018217626784835
["b","c","e","o","s","y"],0.36792220580994583
["b","c","e","o","s","v"],0.327178729689808
["b","c","d","e","o","s"],0.30132939438700146
